county,oshpd_id,hospital,case_mix_index,period_type,period_year
BUTTE,044006,BUTTE COUNTY MENTAL HEALTH SERVICES,1.1689265625,FY,2022
BUTTE,044011,ENLOE REHABILITATION CENTER,,FY,2022
CALAVERAS,050932,MARK TWAIN MEDICAL CENTER,1.4970472114137483,FY,2022
COLUSA,060870,COLUSA MEDICAL CENTER,1.2697740166865314,FY,2022
CONTRA COSTA,070904,DOCTORS MEDICAL CENTER - SAN PABLO,,FY,2022
CONTRA COSTA,070924,CONTRA COSTA REGIONAL MEDICAL CENTER,1.1219614896214893,FY,2022
CONTRA COSTA,070934,SUTTER DELTA MEDICAL CENTER,1.482425484168461,FY,2022
CONTRA COSTA,070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,1.695822022793339,FY,2022
CONTRA COSTA,070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1.3983106165071286,FY,2022
CONTRA COSTA,070991,KAISER FND HOSP - RICHMOND CAMPUS,,FY,2022
CONTRA COSTA,071010,KAISER FND HOSP-MARTINEZ/WALNUT CREEK (MUIR RD),,FY,2022
CONTRA COSTA,071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,2.0382624462717227,FY,2022
CONTRA COSTA,071053,EAST BAY HOSPITAL,,FY,2022
CONTRA COSTA,071101,WALNUT CREEK HOSPITAL,,FY,2022
CONTRA COSTA,073449,DOCTORS MEDICAL CENTER - PINOLE CAMPUS,,FY,2022
CONTRA COSTA,074011,SAN RAMON REHABILITATION HOSPITAL,,FY,2022
CONTRA COSTA,074017,SAN RAMON REGIONAL MEDICAL CENTER,1.6733548724489797,FY,2022
CONTRA COSTA,074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,1.1437202176781003,FY,2022
CONTRA COSTA,074093,KAISER FNDN HOSP - RICHMOND CAMPUS,,FY,2022
CONTRA COSTA,074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,1.3694988918051911,FY,2022
DEL NORTE,084001,SUTTER COAST HOSPITAL,1.4569421990438944,FY,2022
EL DORADO,090793,BARTON MEMORIAL HOSPITAL,1.3579937399678972,FY,2022
EL DORADO,090933,MARSHALL MEDICAL CENTER,1.4430758367523198,FY,2022
EL DORADO,094002,TELECARE EL DORADO COUNTY P.H.F.,1.1736843636363636,FY,2022
FRESNO,100005,CLOVIS COMMUNITY MEDICAL CENTER,1.277715865581374,FY,2022
FRESNO,100697,COALINGA REGIONAL MEDICAL CENTER,1.0483924760601917,FY,2022
FRESNO,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,1.7401018570950852,FY,2022
FRESNO,100745,KINGSBURG MEDICAL CENTER,,FY,2022
FRESNO,100791,CENTRAL VALLEY ORTHOPEDIC AND SPINE INSTITUTE,,FY,2022
FRESNO,100793,SELMA COMMUNITY HOSPITAL,,FY,2022
FRESNO,100797,ADVENTIST HEALTH REEDLEY,0.7886272036975901,FY,2022
FRESNO,100819,VALLEY CHILDREN'S HOSPITAL AND GUIDANCE CLINIC,,FY,2022
FRESNO,100822,UNIVERSITY MEDICAL CENTER,,FY,2022
FRESNO,100899,ST. AGNES MEDICAL CENTER,1.5149358006680238,FY,2022
FRESNO,104008,COMMUNITY BEHAVIORAL HEALTH CENTER,,FY,2022
FRESNO,104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,1.2085215429403204,FY,2022
FRESNO,104047,FRESNO SURGICAL HOSPITAL,3.814950053361793,FY,2022
FRESNO,104062,KAISER FOUNDATION HOSPITAL - FRESNO,1.445609433020563,FY,2022
FRESNO,104089,EXODUS PSYCHIATRIC HEALTH FACILITY FRESNO,1.235298076923077,FY,2022
FRESNO,105029,FRESNO HEART AND SURGICAL HOSPITAL,,FY,2022
FRESNO,105125,CENTRAL STAR PSYCHIATRIC HEALTH FACILITY,1.2602443277310924,FY,2022
GLENN,110889,GLENN MEDICAL CENTER,1.139052606635071,FY,2022
HUMBOLDT,120981,"GENERAL HOSPITAL, THE",,FY,2022
HUMBOLDT,121002,MAD RIVER COMMUNITY HOSPITAL,1.2588969512195127,FY,2022
HUMBOLDT,121031,JEROLD PHELPS COMMUNITY HOSPITAL,1.0145911764705884,FY,2022
HUMBOLDT,121051,PROVIDENCE REDWOOD MEMORIAL HOSPITAL,1.5088124999999994,FY,2022
HUMBOLDT,121080,PROVIDENCE ST. JOSEPH HOSPITAL,1.635456881720431,FY,2022
HUMBOLDT,124004,SEMPERVIRENS P.H.F.,1.1488150150150152,FY,2022
IMPERIAL,130666,CALEXICO HOSPITAL,,FY,2022
IMPERIAL,130699,EL CENTRO REGIONAL MEDICAL CENTER,1.3815059573658168,FY,2022
IMPERIAL,130760,PIONEERS MEMORIAL HOSPITAL,1.0256200628514724,FY,2022
INYO,141273,NORTHERN INYO HOSPITAL,1.2509210365853662,FY,2022
INYO,141338,SOUTHERN INYO HOSPITAL,1.110285714285714,FY,2022
KERN,150706,ADVENTIST HEALTH DELANO,1.2654337958022053,FY,2022
KERN,150722,BAKERSFIELD MEMORIAL HOSPITAL,1.541694711342308,FY,2022
KERN,150736,KERN MEDICAL CENTER,1.523262322479403,FY,2022
KERN,150737,KERN VALLEY HEALTHCARE DISTRICT,1.1608222222222224,FY,2022
KERN,150761,MERCY HOSPITAL - BAKERSFIELD,1.3552175164785205,FY,2022
KERN,150775,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,1.2272414045669968,FY,2022
KERN,150782,RIDGECREST REGIONAL HOSPITAL,1.1963948026948983,FY,2022
KERN,150788,ADVENTIST HEALTH BAKERSFIELD,1.5398058836676534,FY,2022
KERN,150808,TEHACHAPI HOSPITAL,,FY,2022
KERN,150820,CENTRAL CALIFORNIA REHABILITATION HOSPITAL,1.2257180412371136,FY,2022
KERN,150830,MERCY WESTSIDE HOSPITAL,,FY,2022
KERN,154022,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF BAKERSFIELD,1.2721452625226315,FY,2022
KERN,154044,"BAKERSFIELD BEHAVORIAL HEALTHCARE HOSPITAL, LLC",1.2288321964017992,FY,2022
KERN,154101,ADVENTIST HEALTH SPECIALTY BAKERSFIELD,1.88541255526083,FY,2022
KERN,154147,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-BAKERSFIELD,,FY,2022
KERN,154160,CRESTWOOD PSYCHIATRIC HEALTH FACILITY BAKERSFIELD,1.1090695512820514,FY,2022
KERN,154168,ADVENTIST HEALTH TEHACHAPI VALLEY,1.4613831730769227,FY,2022
KINGS,160702,CORCORAN DISTRICT HOSPITAL,,FY,2022
KINGS,160725,HANFORD COMMUNITY MEDICAL CENTER,,FY,2022
KINGS,160787,CENTRAL VALLEY GENERAL HOSPITAL,,FY,2022
KINGS,164029,ADVENTIST HEALTH HANFORD,1.34695896834701,FY,2022
LAKE,171049,ADVENTIST HEALTH CLEARLAKE,1.241988888888889,FY,2022
LAKE,171395,SUTTER LAKESIDE HOSPITAL,1.2822000521648413,FY,2022
LASSEN,180919,LASSEN COMMUNITY HOSPITAL INC,,FY,2022
LASSEN,184008,BANNER LASSEN MEDICAL CENTER,1.0325730158730164,FY,2022
LOS ANGELES,190017,ALHAMBRA HOSPITAL MEDICAL CENTER,1.5740338223938217,FY,2022
LOS ANGELES,190020,BHC ALHAMBRA HOSPITAL,1.1624364232209738,FY,2022
LOS ANGELES,190034,ANTELOPE VALLEY MEDICAL CENTER,1.5934133994676987,FY,2022
LOS ANGELES,190045,CATALINA ISLAND MEDICAL CENTER,1.0028136363636362,FY,2022
LOS ANGELES,190049,KINDRED HOSPITAL - BALDWIN PARK,3.2383802816901417,FY,2022
LOS ANGELES,190052,BARLOW RESPIRATORY HOSPITAL,3.324593674698795,FY,2022
LOS ANGELES,190053,ST. MARY MEDICAL CENTER - LONG BEACH,1.6269513558692437,FY,2022
LOS ANGELES,190057,LITTLE CO OF MARY SAN PEDRO HOSPITAL-HARBOR CITY,,FY,2022
LOS ANGELES,190066,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,1.1965572418572419,FY,2022
LOS ANGELES,190069,BELLWOOD GENERAL HOSPITAL,,FY,2022
LOS ANGELES,190081,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO,1.4694617089010569,FY,2022
LOS ANGELES,190110,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,1.599486483901818,FY,2022
LOS ANGELES,190114,THOMPSON MEMORIAL MEDICAL CENTER,,FY,2022
LOS ANGELES,190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,1.4748102391455769,FY,2022
LOS ANGELES,190137,CASA COLINA HOSPITAL,1.6943739511295528,FY,2022
LOS ANGELES,190148,CENTINELA HOSPITAL MEDICAL CENTER,1.629252583632019,FY,2022
LOS ANGELES,190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,1.2250728637413395,FY,2022
LOS ANGELES,190155,"CALIFORNIA REHABILITATION INSTITUTE, LLC",1.23781251114413,FY,2022
LOS ANGELES,190159,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,,FY,2022
LOS ANGELES,190163,AURORA CHARTER OAK,1.2202729195402298,FY,2022
LOS ANGELES,190170,CHILDREN'S HOSPITAL OF LOS ANGELES,1.8027589927637735,FY,2022
LOS ANGELES,190176,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,3.9679046595982115,FY,2022
LOS ANGELES,190184,COLLEGE HOSPITAL,1.1960464716930506,FY,2022
LOS ANGELES,190196,KINDRED HOSPITAL - SOUTH BAY,3.1047515970515973,FY,2022
LOS ANGELES,190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,1.5190208359721349,FY,2022
LOS ANGELES,190198,LOS ANGELES COMMUNITY HOSPITAL,1.571924471615721,FY,2022
LOS ANGELES,190200,SAN GABRIEL VALLEY MEDICAL CENTER,1.429539713209381,FY,2022
LOS ANGELES,190230,CENTINELA FREEMAN REG MED CTR - MEMORIAL CAMPUS,,FY,2022
LOS ANGELES,190232,DEL AMO BEHAVIORAL HEALTH SYSTEM,1.220016113879004,FY,2022
LOS ANGELES,190240,UCI HEALTH-LAKEWOOD,2.0130584040514647,FY,2022
LOS ANGELES,190243,PIH HEALTH HOSPITAL DOWNEY,1.4283195152397792,FY,2022
LOS ANGELES,190256,EAST LOS ANGELES DOCTORS HOSPITAL,1.2363225742574255,FY,2022
LOS ANGELES,190260,EDGEMONT HOSPITAL,,FY,2022
LOS ANGELES,190280,ENCINO HOSPITAL MEDICAL CENTER,1.5766017320427914,FY,2022
LOS ANGELES,190298,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,1.5843841820151676,FY,2022
LOS ANGELES,190305,KINDRED HOSPITAL - LOS ANGELES,3.5568056155507577,FY,2022
LOS ANGELES,190307,PACIFIC ALLIANCE MEDICAL CENTER,,FY,2022
LOS ANGELES,190315,GARFIELD MEDICAL CENTER,1.5930345592212005,FY,2022
LOS ANGELES,190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,1.2327689119170986,FY,2022
LOS ANGELES,190323,ADVENTIST HEALTH GLENDALE,1.6681445241809678,FY,2022
LOS ANGELES,190328,GLENDORA HOSPITAL,1.2440624045801527,FY,2022
LOS ANGELES,190348,GRANADA HILLS COMMUNITY HOSPITAL,,FY,2022
LOS ANGELES,190352,GREATER EL MONTE COMMUNITY HOSPITAL,1.5305515839243493,FY,2022
LOS ANGELES,190366,ROBERT F. KENNEDY MEDICAL CENTER,,FY,2022
LOS ANGELES,190380,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,1.4741724468403714,FY,2022
LOS ANGELES,190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1.4460733166647286,FY,2022
LOS ANGELES,190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,1.6087146939623815,FY,2022
LOS ANGELES,190392,PIH HEALTH GOOD SAMARITAN HOSPITAL,1.778995288988889,FY,2022
LOS ANGELES,190400,HUNTINGTON HOSPITAL,1.62935183357879,FY,2022
LOS ANGELES,190410,SILVER LAKE MEDICAL CENTER-INGLESIDE CAMPUS,,FY,2022
LOS ANGELES,190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,1.7405744567391024,FY,2022
LOS ANGELES,190422,TORRANCE MEMORIAL MEDICAL CENTER,1.5969561469933176,FY,2022
LOS ANGELES,190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,1.851546511797264,FY,2022
LOS ANGELES,190430,KAISER FND HOSP - BELLFLOWER,,FY,2022
LOS ANGELES,190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,1.3753691645073187,FY,2022
LOS ANGELES,190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,1.4946226312785378,FY,2022
LOS ANGELES,190434,KAISER FOUNDATION HOSPITAL - WEST LA,1.5319843747149504,FY,2022
LOS ANGELES,190449,KINDRED HOSPITAL - LA MIRADA,2.8731680608365036,FY,2022
LOS ANGELES,190453,LAKEWOOD REGIONAL MEDICAL CENTER - CLARK AVENUE,,FY,2022
LOS ANGELES,190455,LANCASTER COMMUNITY HOSPITAL,,FY,2022
LOS ANGELES,190458,KINDRED HOSPITAL - SAN GABRIEL VALLEY,,FY,2022
LOS ANGELES,190462,AURORA LAS ENCINAS HOSPITAL,1.2034404920212765,FY,2022
LOS ANGELES,190468,PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS,,FY,2022
LOS ANGELES,190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,1.5592022769230773,FY,2022
LOS ANGELES,190475,COMMUNITY HOSPITAL LONG BEACH,1.3878657894736843,FY,2022
LOS ANGELES,190477,PACIFIC HOSPITAL-SOUTH CAMPUS D/P APH,,FY,2022
LOS ANGELES,190482,CHARTER B H S - LOS ALTOS,,FY,2022
LOS ANGELES,190500,CEDARS-SINAI MARINA HOSPITAL,1.8431280739466906,FY,2022
LOS ANGELES,190517,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,1.3504808767471421,FY,2022
LOS ANGELES,190521,MEMORIAL HOSPITAL OF GARDENA,1.603821422206381,FY,2022
LOS ANGELES,190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,1.450586248073961,FY,2022
LOS ANGELES,190523,LOS ANGELES METROPOLITAN MED CTR-HAWTHORNE CAMPUS,,FY,2022
LOS ANGELES,190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,1.726440246273493,FY,2022
LOS ANGELES,190525,MEMORIALCARE LONG BEACH MEDICAL CENTER,2.1627801350048217,FY,2022
LOS ANGELES,190529,USC ARCADIA HOSPITAL,1.6154563309914134,FY,2022
LOS ANGELES,190534,OLYMPIA MEDICAL CENTER,,FY,2022
LOS ANGELES,190538,COMMUNITY AND MISSION HSP OF HNTG PARK-FLORENCE,,FY,2022
LOS ANGELES,190541,MONROVIA MEMORIAL HOSPITAL,2.7825739726027403,FY,2022
LOS ANGELES,190547,MONTEREY PARK HOSPITAL,1.3621617073170724,FY,2022
LOS ANGELES,190552,MOTION PICTURE AND TELEVISION HOSPITAL,1.3495494047619045,FY,2022
LOS ANGELES,190555,CEDARS-SINAI MEDICAL CENTER,2.1421548717017673,FY,2022
LOS ANGELES,190559,NEWHALL COMMUNITY HOSPITAL,,FY,2022
LOS ANGELES,190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,1.7696616889077164,FY,2022
LOS ANGELES,190570,NORWALK COMMUNITY HOSPITAL,1.647889485294117,FY,2022
LOS ANGELES,190581,ORTHOPAEDIC HOSPITAL,,FY,2022
LOS ANGELES,190587,COLLEGE MEDICAL CENTER,1.2436427239965209,FY,2022
LOS ANGELES,190595,DESERT PALMS COMMUNITY HOSPITAL,,FY,2022
LOS ANGELES,190599,KINDRED HOSPITAL PARAMOUNT,3.406999844720496,FY,2022
LOS ANGELES,190605,PINE GROVE HOSPITAL,,FY,2022
LOS ANGELES,190619,PIONEER HOSPITAL,,FY,2022
LOS ANGELES,190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,1.5995478206117721,FY,2022
LOS ANGELES,190631,PIH HEALTH WHITTIER HOSPITAL,1.5566725545092042,FY,2022
LOS ANGELES,190636,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,1.2933348440669366,FY,2022
LOS ANGELES,190646,KAISER FND HOSP - MENTAL HEALTH CENTER,,FY,2022
LOS ANGELES,190654,NORTH HOLLYWOOD MEDICAL CENTER,,FY,2022
LOS ANGELES,190661,L.A. DOWNTOWN MEDICAL CENTER,1.341845865735598,FY,2022
LOS ANGELES,190673,SAN DIMAS COMMUNITY HOSPITAL,1.4881170682730918,FY,2022
LOS ANGELES,190676,MISSION COMMUNITY HOSPITAL - SAN FERNANDO CAMPUS,,FY,2022
LOS ANGELES,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,1.4729087977632813,FY,2022
LOS ANGELES,190681,DOCS SURGICAL HOSPITAL,2.9888582120582123,FY,2022
LOS ANGELES,190685,ELASTAR COMMUNITY HOSPITAL,,FY,2022
LOS ANGELES,190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,1.7361585003521829,FY,2022
LOS ANGELES,190691,SANTA TERESITA HOSPITAL,,FY,2022
LOS ANGELES,190696,PACIFICA HOSPITAL OF THE VALLEY,1.242126699952449,FY,2022
LOS ANGELES,190708,SHERMAN OAKS HOSPITAL,1.72005840903511,FY,2022
LOS ANGELES,190712,SHRINERS HOSPITAL FOR  CHILDREN,,FY,2022
LOS ANGELES,190734,SOUTH BAY MEDICAL CENTER,,FY,2022
LOS ANGELES,190754,ST. FRANCIS MEDICAL CENTER,1.4702997914059246,FY,2022
LOS ANGELES,190756,SAINT JOHN'S HEALTH CENTER,1.7027988746326441,FY,2022
LOS ANGELES,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,1.62188474696237,FY,2022
LOS ANGELES,190759,ST. LUKE MEDICAL CENTER,,FY,2022
LOS ANGELES,190762,ST. VINCENT MEDICAL CENTER,,FY,2022
LOS ANGELES,190766,COAST PLAZA HOSPITAL,1.7836238894373144,FY,2022
LOS ANGELES,190782,TARZANA TREATMENT CENTER,0.7769889105600446,FY,2022
LOS ANGELES,190784,TEMPLE COMMUNITY HOSPITAL,,FY,2022
LOS ANGELES,190796,RONALD REAGAN UCLA MEDICAL CENTER,2.5351117698305505,FY,2022
LOS ANGELES,190810,NORTHRIDGE HOSPITAL MEDICAL CENTER - SHERMAN WAY,,FY,2022
LOS ANGELES,190812,VALLEY PRESBYTERIAN HOSPITAL,1.3238149959470407,FY,2022
LOS ANGELES,190814,HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS DP APH,,FY,2022
LOS ANGELES,190816,CHILDREN'S COMMUNITY MENTAL HEALTH CENTER,,FY,2022
LOS ANGELES,190818,USC VERDUGO HILLS HOSPITAL,1.3944219311253925,FY,2022
LOS ANGELES,190847,WASHINGTON MEDICAL CENTER,,FY,2022
LOS ANGELES,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,,FY,2022
LOS ANGELES,190857,WEST COVINA MEDICAL CENTER,1.4037430622009568,FY,2022
LOS ANGELES,190859,UCLA WEST VALLEY MEDICAL CENTER,1.9395338759172793,FY,2022
LOS ANGELES,190867,SHC SPECIALTY HOSPITAL,,FY,2022
LOS ANGELES,190873,WESTSIDE HOSPITAL,,FY,2022
LOS ANGELES,190878,ADVENTIST HEALTH WHITE MEMORIAL,1.3206256388088375,FY,2022
LOS ANGELES,190883,WHITTIER HOSPITAL MEDICAL CENTER,1.1923957603254072,FY,2022
LOS ANGELES,190891,WOODRUFF COMMUNITY HOSPITAL,,FY,2022
LOS ANGELES,190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,1.160809239130435,FY,2022
LOS ANGELES,190949,HENRY MAYO NEWHALL HOSPITAL,1.4314713520000013,FY,2022
LOS ANGELES,191216,USC KENNETH NORRIS JR. CANCER HOSPITAL,2.739360884125919,FY,2022
LOS ANGELES,191225,TOM REDGATE MEMORIAL RECOVERY CENTER,0.8485823863636365,FY,2022
LOS ANGELES,191227,LAC/HARBOR-UCLA MEDICAL CENTER,1.6990438739431208,FY,2022
LOS ANGELES,191228,LOS ANGELES GENERAL MEDICAL CENTER,1.6994710162337645,FY,2022
LOS ANGELES,191230,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1.3959548985625436,FY,2022
LOS ANGELES,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,1.3783742562380046,FY,2022
LOS ANGELES,191261,LOS ANGELES CO HIGH DESERT HOSPITAL,,FY,2022
LOS ANGELES,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,1.6384583176159935,FY,2022
LOS ANGELES,191450,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,1.4191281442307686,FY,2022
LOS ANGELES,194010,AMERICAN RECOVERY CENTER,0.7280961538461539,FY,2022
LOS ANGELES,194219,KECK HOSPITAL OF USC,3.355751074736942,FY,2022
LOS ANGELES,194967,STAR VIEW ADOLESCENT - P H F,1.213302222222222,FY,2022
LOS ANGELES,194981,LA CASA PSYCHIATRIC HEALTH FACILITY,1.2185714285714286,FY,2022
LOS ANGELES,196035,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1.2965891577928366,FY,2022
LOS ANGELES,196168,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH,1.14715702358118,FY,2022
LOS ANGELES,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,1.4984286947513823,FY,2022
LOS ANGELES,196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,1.0969125,FY,2022
LOS ANGELES,196405,PALMDALE REGIONAL MEDICAL CENTER,1.6619405837239034,FY,2022
LOS ANGELES,197931,EXODUS RECOVERY P.H.F.,1.2389000000000001,FY,2022
LOS ANGELES,198495,OCEAN VIEW PSYCHIATRIC HEALTH FACILITY,1.2194154264972779,FY,2022
MADERA,200030,RIVER VISTA BEHAVIORAL HEALTH,,FY,2022
MADERA,200692,CHOWCHILLA DISTRICT MEMORIAL HOSPITAL,,FY,2022
MADERA,201281,MADERA COMMUNITY HOSPITAL,1.3137308812061346,FY,2022
MADERA,204019,VALLEY CHILDREN'S HOSPITAL,1.7573057560393681,FY,2022
MARIN,210992,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,1.6012893604817908,FY,2022
MARIN,210993,KENTFIELD HOSPITAL,3.0197654605263167,FY,2022
MARIN,211006,MARINHEALTH MEDICAL CENTER,1.503576963152411,FY,2022
MARIN,212637,NOVATO COMMUNITY HOSPITAL - HILL RD,,FY,2022
MARIN,214005,ROSS HOSPITAL,,FY,2022
MARIN,214034,NOVATO COMMUNITY HOSPITAL,1.6842832085561499,FY,2022
MARIPOSA,220733,JOHN C FREMONT HEALTHCARE DISTRICT,1.051986607142857,FY,2022
MENDOCINO,230949,FRANK R HOWARD MEMORIAL HOSPITAL,,FY,2022
MENDOCINO,231013,ADVENTIST HEALTH MENDOCINO COAST,1.2728028387096775,FY,2022
MENDOCINO,231396,ADVENTIST HEALTH UKIAH VALLEY,1.2799660991487232,FY,2022
MENDOCINO,234004,MENDOCINO COUNTY P H F,,FY,2022
MENDOCINO,234038,ADVENTIST HEALTH HOWARD MEMORIAL,1.8020443341121504,FY,2022
MERCED,240803,BLOSS MEMORIAL DISTRICT HOSPITAL,,FY,2022
MERCED,240853,DOS PALOS MEMORIAL HOSPITAL,,FY,2022
MERCED,240924,MEMORIAL HOSPITAL LOS BANOS,1.1640776125567953,FY,2022
MERCED,240942,MERCY MEDICAL CENTER - MERCED,1.303811363982341,FY,2022
MERCED,240948,MERCY MEDICAL CENTER MERCED-DOMINICAN CAMPUS,,FY,2022
MERCED,244002,MERCED COUNTY P.H.F. (B.R.I.T.E. UNIT),,FY,2022
MERCED,244027,MARIE GREEN PSYCHIATRIC CENTER - P H F,1.222821406727829,FY,2022
MODOC,250955,SURPRISE VALLEY COMMUNITY HOSPITAL,1.0823407407407406,FY,2022
MODOC,250956,MODOC MEDICAL CENTER,,FY,2022
MODOC,254005,MODOC MEDICAL CENTER,1.2011084942084942,FY,2022
MONO,260011,MAMMOTH HOSPITAL,1.4152929368029745,FY,2022
MONTEREY,270020,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA - OHANA,,FY,2022
MONTEREY,270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,1.6290819769401936,FY,2022
MONTEREY,270777,GEORGE L. MEE MEMORIAL HOSPITAL,1.1626028846153842,FY,2022
MONTEREY,270831,NATIVIDAD MEDICAL CENTER - NATIVIDAD RD,,FY,2022
MONTEREY,270875,SALINAS VALLEY HEALTH MEDICAL CENTER,1.5144085551781339,FY,2022
MONTEREY,274038,MONTEREY PSYCHIATRIC HEALTH FACILITY,,FY,2022
MONTEREY,274043,NATIVIDAD MEDICAL CENTER,1.5533716930022572,FY,2022
NAPA,281047,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1.6103651793928246,FY,2022
NAPA,281078,ADVENTIST HEALTH ST. HELENA,2.2030431092436977,FY,2022
NAPA,281297,N M HOLDERMAN MEMORIAL HOSPITAL (VET'S HOME OF CAL,,FY,2022
NEVADA,291023,SIERRA NEVADA MEMORIAL HOSPITAL,1.435659512972236,FY,2022
NEVADA,291053,TAHOE FOREST HOSPITAL,1.417269933299127,FY,2022
ORANGE,300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1.6448385200668871,FY,2022
ORANGE,300225,MEMORIALCARE ORANGE COAST MEDICAL CENTER,1.6768994742132524,FY,2022
ORANGE,301097,"ANAHEIM COMMUNITY HOSPITAL, LLC",1.193139024390244,FY,2022
ORANGE,301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1.5551642044694238,FY,2022
ORANGE,301109,ANAHEIM GENERAL HOSPITAL - BUENA PARK CAMPUS,,FY,2022
ORANGE,301121,ORANGE CO COMMUNITY HOSP - ORANGE,,FY,2022
ORANGE,301126,BREA COMMUNITY HOSPITAL,,FY,2022
ORANGE,301127,KINDRED HOSPITAL - BREA,2.6735225988700577,FY,2022
ORANGE,301132,KAISER FND HOSP - ORANGE COUNTY - LAKEVIEW,,FY,2022
ORANGE,301133,CAPISTRANO BY THE SEA HOSPITAL,,FY,2022
ORANGE,301140,CHAPMAN GLOBAL MEDICAL CENTER,1.7473385102239527,FY,2022
ORANGE,301155,COLLEGE HOSPITAL COSTA MESA,1.0267954685890834,FY,2022
ORANGE,301167,KINDRED HOSPITAL - SANTA ANA,,FY,2022
ORANGE,301169,CHARTER B H S - YORBA LINDA,,FY,2022
ORANGE,301175,UCI HEALTH-FOUNTAIN VALLEY,1.551212449405929,FY,2022
ORANGE,301188,ANAHEIM GLOBAL MEDICAL CENTER,1.3390413287316651,FY,2022
ORANGE,301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,1.4456700318023814,FY,2022
ORANGE,301209,HUNTINGTON BEACH HOSPITAL,1.6135002538071066,FY,2022
ORANGE,301232,FRIENDLY HILLS REGIONAL MEDICAL CENTER,,FY,2022
ORANGE,301234,LA PALMA INTERCOMMUNITY HOSPITAL,1.4917894995093224,FY,2022
ORANGE,301242,ORANGE CO COMMUNITY HOSP - BUENA PARK,,FY,2022
ORANGE,301248,UCI HEALTH-LOS ALAMITOS,1.7662292462065599,FY,2022
ORANGE,301258,SOUTH COAST GLOBAL MEDICAL CENTER,1.3036611111111105,FY,2022
ORANGE,301262,PROVIDENCE MISSION HOSPITAL,1.799958406189069,FY,2022
ORANGE,301279,UCI HEALTH-ORANGE,2.0386272577996714,FY,2022
ORANGE,301282,PACIFICA HOSPITAL,,FY,2022
